Name	Cluster	desc	GID	PID1	PID2	PID3	H_Count	H_pos	H_Count_Disorder	H_pc_Disorder	G_Count	G_pos	G_Count_Disorder	G_pc_Disorder	D_Count	D_pos	D_Count_Disorder	D_pc_Disorder	GO
STIL	NA	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:HGNC:10879]	ENSG00000123473	ENSP00000360944	ENSGALP00000017044	ENSDARP00000037419	7	333,376,381,518,522,553,560	208	63	4	122,240,258,305	189	66	7	326,342,399,471,527,594,595	231	62	GO:0001947,GO:0007052,GO:0007368,GO:0043066,GO:0045737,GO:0060271,GO:0008283,GO:0005515,GO:0007224,GO:0030903,GO:0030900,GO:0071539,GO:0021915,GO:0005813,GO:0035264,GO:0051298,GO:0005829,GO:0005737,GO:0005814,GO:0000578,GO:0033504,GO:0001843,GO:0001701
PTPN22	NA	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) [Source:HGNC Symbol;Acc:HGNC:9652]	ENSG00000134242	ENSP00000352833	ENSGALP00000039315	ENSDARP00000131263	5	268,329,348,372,547	63	16	6	174,268,364,389,441,464	101	25	4	37,76,179,273	36	10	GO:0031663,GO:0032720,GO:1902741,GO:0006470,GO:1901222,GO:0019900,GO:0034141,GO:0005737,GO:0002685,GO:0050856,GO:0035549,GO:0005634,GO:0034157,GO:0002230,GO:0035644,GO:0045088,GO:0050860,GO:0050852,GO:0042993,GO:0010507,GO:0010629,GO:0070433,GO:0050868,GO:0043508,GO:0009898,GO:1902523,GO:0035335,GO:1902715,GO:0017124,GO:2000566,GO:0005515,GO:0034145,GO:2000483,GO:0048471,GO:0032817,GO:0071663,GO:0004725,GO:0016311,GO:0010628,GO:0070374,GO:1903753,GO:1900165,GO:0031625,GO:0016791,GO:0030217,GO:0006914,GO:0034165,GO:0050855,GO:0032481
CBFA2T2	NA	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 [Source:HGNC Symbol;Acc:HGNC:1536]	ENSG00000078699	ENSP00000262653	ENSGALP00000004884	ENSDARP00000135617	4	365,563,581,588	162	50	3	353,561,568	180	57	4	348,413,556,560	214	68	GO:0045892,GO:0046872,GO:0005515,GO:0006355,GO:0010976,GO:0010977,GO:0045944,GO:0003714,GO:0030855,GO:0003700,GO:0005634
SLC8A3	NA	solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:HGNC:11070]	ENSG00000100678	ENSP00000370669	ENSGALP00000015296	ENSDARP00000132418	4	378,558,640,676	45	11	5	376,377,552,634,670	22	5	4	377,554,637,673	14	3	GO:0043025,GO:0042995,GO:0005516,GO:0015368,GO:0042383,GO:0006816,GO:1990034,GO:0035725,GO:0006814,GO:0005874,GO:0055085,GO:0006811,GO:0070588,GO:0016020,GO:0005886,GO:0005739,GO:0060402,GO:0071320,GO:0043197,GO:0030001,GO:0007596,GO:0005432,GO:0007154,GO:0021537,GO:0002244,GO:1990035,GO:0016021
AKAP11	NA	A kinase (PRKA) anchor protein 11 [Source:HGNC Symbol;Acc:HGNC:369]	ENSG00000023516	ENSP00000025301	ENSGALP00000035714	ENSDARP00000124874	5	11,15,152,246,264	74	20	8	14,19,108,150,156,246,251,268	63	17	6	14,19,114,147,234,273	94	26	GO:0043234,GO:0008157,GO:0005777,GO:0034237,GO:0005815,GO:0035556,GO:0032947,GO:0034236,GO:0010738,GO:0051018,GO:0005737
XPO6	NA	exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]	ENSG00000169180	ENSP00000302790	ENSGALP00000004274	ENSDARP00000115069	3	150,196,402	17	4	4	150,196,287,402	15	4	4	119,165,379,415	37	9	GO:0006611,GO:0008565,GO:0005488,GO:0005737,GO:0005634,GO:0005730,GO:0005654,GO:0005622,GO:0008536,GO:0005886,GO:0006886,GO:0005515
ZNF827	NA	zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]	ENSG00000151612	ENSP00000421863	ENSGALP00000016204	ENSDARP00000029203	5	579,638,657,755,789	170	54	4	245,323,424,458	192	61	5	596,639,696,833,853	235	65	GO:0006355,GO:0046872,GO:0003677,GO:0003676,GO:0006351,GO:0005634
NCAPG2	NA	non-SMC condensin II complex, subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904]	ENSG00000146918	ENSP00000387007	ENSGALP00000010530	ENSDARP00000124705	4	171,401,436,464	0	0	6	11,25,57,89,171,298	15	3	4	392,436,464,638	0	0	GO:0005488,GO:0035064,GO:0001833,GO:0005634,GO:0000278,GO:0005654,GO:0030261,GO:0051301,GO:0005515,GO:0007067,GO:0016020
NR2E1	NA	nuclear receptor subfamily 2, group E, member 1 [Source:HGNC Symbol;Acc:HGNC:7973]	ENSG00000112333	ENSP00000357979	ENSGALP00000036481	ENSDARP00000013317	3	77,131,189	21	9	2	40,94	14	9	2	51,105	14	9	GO:0002118,GO:0045787,GO:0043401,GO:0006355,GO:0001662,GO:0021960,GO:0021819,GO:0005515,GO:0007399,GO:0045766,GO:0010467,GO:0045665,GO:0021542,GO:0042826,GO:0060041,GO:2000179,GO:0060164,GO:0005654,GO:0045944,GO:0003677,GO:0043066,GO:0003707,GO:0021764,GO:0045165,GO:0001077,GO:0021895,GO:0019899,GO:0003700,GO:0001078,GO:0005634,GO:0090049,GO:0035019,GO:0007601,GO:0043010,GO:0007420,GO:0035176,GO:0006367,GO:0006366,GO:0048712,GO:0048814,GO:0021872,GO:0051128,GO:0030198,GO:0021987,GO:2000648,GO:0021772,GO:0008284,GO:0000122,GO:0008270,GO:2000178,GO:0008347,GO:0043565,GO:0060291
ING3	NA	inhibitor of growth family, member 3 [Source:HGNC Symbol;Acc:HGNC:14587]	ENSG00000071243	ENSP00000320566	ENSGALP00000014665	ENSDARP00000031200	5	120,242,243,269,306	186	65	5	85,207,208,234,270	195	68	5	120,147,243,244,269	191	76	GO:0006355,GO:0005515,GO:0043967,GO:0043968,GO:0032777,GO:0006351,GO:0005654,GO:0040008,GO:0005730,GO:0005634,GO:0004402,GO:0006325,GO:0005737,GO:0016568,GO:0000812,GO:0043065,GO:0035064,GO:0008270,GO:0035267
FAM122B	NA	family with sequence similarity 122B [Source:HGNC Symbol;Acc:HGNC:30490]	ENSG00000156504	ENSP00000487221	ENSGALP00000009847	ENSDARP00000053025	7	20,21,47,55,86,175,238	193	60	6	53,61,92,126,191,256	215	70	3	56,93,124	157	93	GO:0005581
PLTP	NA	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]	ENSG00000100979	ENSP00000417138	ENSGALP00000011153	ENSDARP00000131164	4	205,333,371,480	21	5	3	307,375,401	0	0	2	335,377	0	0	GO:0006869,GO:0034375,GO:0005615,GO:0030317,GO:0010189,GO:0005576,GO:0008289,GO:0010875,GO:0006629
MKI67	11	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	ENSG00000148773	ENSP00000357643	ENSGALP00000043196	ENSDARP00000126723	7	273,371,393,422,457,504,535	310	85	7	1392,1393,1410,1435,1446,1513,1679	363	93	11	229,233,241,262,275,320,337,448,477,492,516	376	97	GO:0000775,GO:0005524,GO:0005515,GO:0006259,GO:0014070,GO:0016020,GO:0031100,GO:0007126,GO:0030212,GO:0008283,GO:0072574,GO:0034605,GO:1990705,GO:0044822,GO:0005737,GO:0005730,GO:0000793,GO:0005634,GO:0008022
ABCB7	2	ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:HGNC Symbol;Acc:HGNC:48]	ENSG00000131269	ENSP00000253577	ENSGALP00000012615	ENSDARP00000085602	5	369,511,526,658,666	18	4	4	357,499,646,654	6	1	4	359,501,648,656	12	3	GO:0008152,GO:0006810,GO:0042626,GO:0005524,GO:0055085,GO:0006879,GO:0016021,GO:0044281,GO:0005743,GO:0015886,GO:0005623,GO:0015232,GO:0005739,GO:0016887
FBN2	1	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	ENSG00000138829	ENSP00000424571	ENSGALP00000023620	ENSDARP00000068094	3	746,881,974	0	0	3	1084,1339,1354	0	0	3	656,781,889	0	0	GO:0005515,GO:0030501,GO:0005576,GO:0005201,GO:0048048,GO:0090287,GO:0005509,GO:0030326,GO:0035583,GO:0022617,GO:0045669,GO:0001527,GO:0030023,GO:0031012,GO:0035108,GO:0005578,GO:0060346,GO:0043010,GO:0030198
RRN3	NA	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:30346]	ENSG00000085721	ENSP00000198767	ENSGALP00000033759	ENSDARP00000140362	3	46,95,230	20	7	3	12,61,196	47	16	3	363,504,561	38	12	GO:0001701,GO:2000142,GO:0006352,GO:0070063,GO:1902254,GO:0005634,GO:0048872,GO:0005730,GO:0007028,GO:0006360,GO:0006361,GO:0010467,GO:0045893,GO:0010976,GO:0008283,GO:0005654,GO:0007000,GO:0042254
SH3PXD2B	2	SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]	ENSG00000174705	ENSP00000309714	ENSGALP00000004460	ENSDARP00000137215	6	765,766,820,850,864,880	161	74	9	506,513,544,578,687,727,728,771,791	343	89	6	234,250,414,440,441,506	193	51	GO:0022617,GO:0042995,GO:0072657,GO:0010314,GO:0071800,GO:0006801,GO:0005515,GO:0042169,GO:0045600,GO:0070273,GO:0060348,GO:0030054,GO:0060612,GO:0002102,GO:0001654,GO:0080025,GO:0032266,GO:0035091,GO:0005737,GO:0030154,GO:0007507,GO:0001501
GAS2L3	NA	growth arrest-specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]	ENSG00000139354	ENSP00000448955	ENSGALP00000041085	ENSDARP00000094260	5	230,331,413,511,522	275	70	2	235,422	165	57	5	232,343,434,496,524	254	64	GO:0000226,GO:0003779,GO:0015629,GO:0005737,GO:0015630,GO:0030036,GO:0005856,GO:0008017,GO:0007050,GO:0005874,GO:0005515
UNC13A	10	unc-13 homolog A (C. elegans) [Source:HGNC Symbol;Acc:HGNC:23150]	ENSG00000130477	ENSP00000429562	ENSGALP00000038594	ENSDARP00000083036	4	373,537,663,672	148	37	5	427,537,663,672,676	93	26	5	451,594,720,729,733	121	31	GO:0001956,GO:0048172,GO:0047485,GO:0005515,GO:0046872,GO:1903861,GO:0016081,GO:0051966,GO:0005622,GO:0017075,GO:0042734,GO:0007269,GO:0031594,GO:0019992,GO:0016188,GO:0030424,GO:0060384,GO:0007528,GO:0035249,GO:0005737,GO:0043005,GO:0050435,GO:0030054,GO:0045202,GO:0007268,GO:0048786,GO:0035556
AMMECR1	NA	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 [Source:HGNC Symbol;Acc:HGNC:467]	ENSG00000101935	ENSP00000262844	ENSGALP00000013092	ENSDARP00000006365	4	11,249,288,300	31	7	3	126,165,177	1	0	3	238,277,289	4	2	GO:0005515,GO:0008150,GO:0003674,GO:0005575
ENPP6	NA	ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:HGNC Symbol;Acc:HGNC:23409]	ENSG00000164303	ENSP00000296741	ENSGALP00000017297	ENSDARP00000059230	2	108,288	0	0	2	104,201	0	0	3	168,248,433	1	0	GO:0008889,GO:0031225,GO:0019695,GO:0047390,GO:0006629,GO:0016042,GO:0003824,GO:0070062,GO:0008081,GO:0008152,GO:0005576,GO:0005886
PKP2	NA	plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]	ENSG00000057294	ENSP00000070846	ENSGALP00000021029	ENSDARP00000035112	4	68,78,124,335	234	63	5	215,225,347,423,461	267	77	4	58,113,238,270	167	53	GO:0002159,GO:0005488,GO:0008285,GO:0048496,GO:0045110,GO:0032947,GO:0055010,GO:0030054,GO:0005080,GO:0003674,GO:0086073,GO:0005634,GO:0030057,GO:0005882,GO:0007507,GO:0086019,GO:0045294,GO:0086002,GO:0016021,GO:0086091,GO:0019215,GO:0010765,GO:0005654,GO:0016337,GO:0016264,GO:0014704,GO:0086064,GO:0090002,GO:0030336,GO:0044325,GO:0017080,GO:0086083,GO:0055088,GO:0005912,GO:0098911,GO:0086001,GO:0005911,GO:2000810,GO:0034334,GO:0005886,GO:0005515,GO:0086005
CCDC53	NA	coiled-coil domain containing 53 [Source:HGNC Symbol;Acc:HGNC:24256]	ENSG00000120860	ENSP00000240079	ENSGALP00000020793	ENSDARP00000066998	3	23,42,71	38	25	4	23,42,50,71	43	29	3	42,50,101	52	32	GO:0008150,GO:0005515,GO:0071203,GO:0015031,GO:0005769,GO:0015629,GO:0043231
METTL4	NA	methyltransferase like 4 [Source:HGNC Symbol;Acc:HGNC:24726]	ENSG00000101574	ENSP00000458290	ENSGALP00000023848	ENSDARP00000108647	2	259,277	0	0	4	5,99,116,249	58	16	4	253,339,347,371	3	1	GO:0032259,GO:0006139,GO:0008168,GO:0003676
PHYH	NA	phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]	ENSG00000107537	ENSP00000263038	ENSGALP00000023443	ENSDARP00000106387	4	18,166,213,292	14	3	5	24,44,165,273,291	6	1	3	22,163,210	23	7	GO:0044255,GO:0003824,GO:0006720,GO:0048037,GO:0005777,GO:0005515,GO:0005782,GO:0046872,GO:0009055,GO:0097089,GO:0001561,GO:0005739,GO:0044281,GO:0031418,GO:0048244
TRIM66	NA	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	ENSG00000166436	ENSP00000384876	ENSGALP00000009567	ENSDARP00000070982	3	119,120,209	1	0	3	682,715,852	196	72	4	345,416,483,611	303	82	GO:0005515,GO:0045892,GO:0005622,GO:0005654,GO:0042803,GO:0005634,GO:0016235,GO:0010369,GO:0008270,GO:0003682
PDE1A	4	phosphodiesterase 1A, calmodulin-dependent [Source:HGNC Symbol;Acc:HGNC:8774]	ENSG00000115252	ENSP00000410309	ENSGALP00000014423	ENSDARP00000080637	5	158,342,378,407,408	0	0	7	136,137,159,343,379,408,409	10	2	5	162,346,412,457,458	17	4	GO:0007596,GO:0008543,GO:0005829,GO:0007165,GO:0048011,GO:0007173,GO:0046872,GO:0004114,GO:0005516,GO:0045087,GO:0007202,GO:0004117,GO:0008081
MRPL16	NA	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]	ENSG00000166902	ENSP00000300151	ENSGALP00000008312	ENSDARP00000014583	4	6,105,132,191	39	13	3	100,127,186	33	17	4	13,108,135,194	25	8	GO:0003735,GO:0006412,GO:0019843,GO:0005840,GO:0005739,GO:0070125,GO:0005762,GO:0070126,GO:0032543,GO:0006996,GO:0005743,GO:0070124
BBS12	NA	Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]	ENSG00000181004	ENSP00000438273	ENSGALP00000019293	ENSDARP00000012805	2	216,226	15	13	2	632,693	0	0	3	308,545,580	87	23	GO:0005524,GO:0005515,GO:0042073,GO:0042755,GO:0045599,GO:0045494,GO:0005929,GO:0051131
TEKT1	NA	tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]	ENSG00000167858	ENSP00000341346	ENSGALP00000009768	ENSDARP00000139154	2	351,393	13	9	2	351,393	4	2	2	35,315	68	17	GO:0005929,GO:0005737,GO:0015630,GO:0005634,GO:0005874,GO:0005515
WDFY2	8	WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20482]	ENSG00000139668	ENSP00000298125	ENSGALP00000027438	ENSDARP00000059208	7	81,115,152,231,323,327,328	0	0	7	81,102,152,231,323,327,328	1	0	7	81,152,231,323,327,328,365	0	0	GO:0046872,GO:0005515
FAM149B1	NA	family with sequence similarity 149, member B1 [Source:HGNC Symbol;Acc:HGNC:29162]	ENSG00000138286	ENSP00000242505	ENSGALP00000004237	ENSDARP00000081496	6	44,56,118,176,197,203	66	25	3	246,266,465	202	63	6	309,468,475,485,513,574	247	67	
FBXO38	NA	F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]	ENSG00000145868	ENSP00000377895	ENSGALP00000000758	ENSDARP00000006941	5	588,785,795,822,827	280	82	6	653,784,805,889,895,900	180	51	5	593,630,734,805,834	292	85	GO:0005634,GO:0005737,GO:0005515
PIF1	NA	PIF1 5-to-3 DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	ENSG00000140451	ENSP00000328174	ENSGALP00000014682	ENSDARP00000022087	2	84,196	111	52	3	7,171,187	76	27	3	32,74,326	58	14	GO:0032211,GO:0010521,GO:0006310,GO:0005524,GO:0032508,GO:0004386,GO:0000784,GO:0033682,GO:0051880,GO:0006281,GO:0017116,GO:0005739,GO:0000287,GO:0051974,GO:0043141,GO:0042162,GO:0000723,GO:0000002,GO:0003678,GO:0032204
XPNPEP2	NA	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound [Source:HGNC Symbol;Acc:HGNC:12823]	ENSG00000122121	ENSP00000360147	ENSGALP00000042060	ENSDARP00000130117	4	280,308,388,439	0	0	3	4,51,279	21	5	3	27,83,257	23	6	GO:0070062,GO:0016787,GO:0008237,GO:0016020,GO:0008152,GO:0005886,GO:0046872,GO:0006508,GO:0031225,GO:0004177
PEX1	NA	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]	ENSG00000127980	ENSP00000248633	ENSGALP00000015313	ENSDARP00000137115	4	524,551,604,797	7	1	4	1173,1231,1249,1285	100	47	3	568,665,718	16	6	GO:0006625,GO:0043231,GO:0042623,GO:0005737,GO:0005778,GO:0007031,GO:0060152,GO:0008022,GO:0005829,GO:0005777,GO:0005524,GO:0005515,GO:0008152,GO:0016558,GO:0032403,GO:0070062
USP16	NA	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]	ENSG00000156256	ENSP00000334808	ENSGALP00000025448	ENSDARP00000080080	3	347,395,404	67	42	2	177,313	73	30	4	181,242,418,472	175	44	GO:0005515,GO:0007067,GO:0045893,GO:0006357,GO:0061136,GO:0042393,GO:0043130,GO:0036459,GO:0003713,GO:0051289,GO:0051726,GO:0051301,GO:0006351,GO:0007049,GO:0016578,GO:0006974,GO:0035522,GO:0045944,GO:0005737,GO:0005634,GO:0004197,GO:0006511,GO:0004843,GO:0070537,GO:0043161,GO:0045901,GO:0008270
DEPDC1B	NA	DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]	ENSG00000035499	ENSP00000265036	ENSGALP00000023706	ENSDARP00000132772	2	69,157	19	10	4	151,191,369,433	2	0	5	52,82,293,334,349	24	6	GO:0007264,GO:0035556,GO:0043547,GO:0005829,GO:0051056,GO:0007165,GO:0030177,GO:0016477,GO:0005096
NEURL1B	NA	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]	ENSG00000214357	ENSP00000358815	ENSGALP00000004480	ENSDARP00000141808	3	61,139,208	62	25	4	33,66,208,213	52	18	4	33,34,68,215	46	16	GO:0005515,GO:0016874,GO:0005737,GO:0007219,GO:0016567,GO:0008270
HLX	NA	H2.0-like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	ENSG00000136630	ENSP00000355870	ENSGALP00000041483	ENSDARP00000116160	3	40,244,264	178	54	4	64,84,194,195	23	9	4	31,142,196,322	174	44	GO:0006351,GO:0045629,GO:0045627,GO:0003677,GO:0048513,GO:0048557,GO:0005515,GO:0006355,GO:0001889,GO:0046622,GO:0048484,GO:0043565,GO:0008284,GO:0007519,GO:0007275,GO:0005634,GO:0030154
KRR1	NA	KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:5176]	ENSG00000111615	ENSP00000229214	ENSGALP00000016606	ENSDARP00000104494	3	104,167,258	53	20	4	99,148,162,328	114	34	3	6,114,177	65	23	GO:0006364,GO:0045171,GO:0032040,GO:0005634,GO:0005730,GO:0005737,GO:0044822,GO:0003676,GO:0003723,GO:0016020,GO:0005515
FAM35A	NA	family with sequence similarity 35, member A [Source:HGNC Symbol;Acc:HGNC:28773]	ENSG00000122376	ENSP00000298784	ENSGALP00000040968	ENSDARP00000117245	3	18,125,234	52	16	4	103,104,147,369	198	54	4	531,608,740,749	0	0	
STAB2	NA	stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]	ENSG00000136011	ENSP00000373539	ENSGALP00000020777	ENSDARP00000116540	3	32,71,290	0	0	4	209,337,352,383	0	0	6	1078,1096,1177,1206,1260,1317	1	0	GO:0005515,GO:0005887,GO:0030193,GO:0005886,GO:0009897,GO:0010468,GO:0005509,GO:0005044,GO:0030169,GO:0006897,GO:0030212,GO:0015035,GO:0005540,GO:0006898,GO:0055114,GO:0005041,GO:0005737,GO:0007155,GO:0030666,GO:0030203,GO:0044281,GO:0001525,GO:0042742,GO:0030214,GO:0005975
RLF	NA	rearranged L-myc fusion [Source:HGNC Symbol;Acc:HGNC:10025]	ENSG00000117000	ENSP00000361857	ENSGALP00000001262	ENSDARP00000087373	3	834,940,1072	118	34	4	1020,1199,1247,1271	79	22	6	727,732,894,954,973,1026	124	31	GO:0003677,GO:0045944,GO:0006351,GO:0015074,GO:0046872,GO:0005515,GO:0045893,GO:0006355,GO:0008270,GO:0051276,GO:0005634
MYT1L	NA	myelin transcription factor 1-like [Source:HGNC Symbol;Acc:HGNC:7623]	ENSG00000186487	ENSP00000382114	ENSGALP00000026378	ENSDARP00000127218	2	642,716	91	52	3	649,688,722	87	50	6	514,686,704,714,728,772	273	76	GO:0003700,GO:0005634,GO:0030154,GO:0008270,GO:0007399,GO:0005515,GO:0006355,GO:0006351,GO:0003677
C2CD5	NA	C2 calcium-dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]	ENSG00000111731	ENSP00000443204	ENSGALP00000021547	ENSDARP00000139855	6	744,827,875,892,896,954	42	13	3	255,364,419	75	28	4	465,482,486,545	54	30	GO:0032869,GO:0072659,GO:0061024,GO:0005886,GO:0006906,GO:0005515,GO:0065002,GO:2001275,GO:0032587,GO:0005509,GO:0030659,GO:0005938,GO:0005737,GO:0005544,GO:0090314,GO:0038028,GO:0005815,GO:0010828,GO:0031340
ARL5A	NA	ADP-ribosylation factor-like 5A [Source:HGNC Symbol;Acc:HGNC:696]	ENSG00000162980	ENSP00000295087	ENSGALP00000020407	ENSDARP00000013210	3	28,97,142	0	0	4	9,32,101,146	0	0	2	28,97	0	0	GO:0006886,GO:0005622,GO:0005525,GO:0007264
JPH2	2	junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]	ENSG00000149596	ENSP00000362071	ENSGALP00000039162	ENSDARP00000043428	5	96,143,159,235,244	92	37	6	96,143,159,219,232,241	78	31	5	143,159,228,241,250	102	49	GO:0070273,GO:0060402,GO:0005829,GO:0070300,GO:0055074,GO:0016021,GO:0055024,GO:0080025,GO:0032266,GO:0060316,GO:0016529,GO:0030018,GO:0007204,GO:0014701,GO:0030314,GO:0005546,GO:0060314,GO:0010314,GO:0005886,GO:0005547,GO:0001786,GO:0015278,GO:0005515,GO:0016020
SRPX2	1	sushi-repeat containing protein, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]	ENSG00000102359	ENSP00000362095	ENSGALP00000010977	ENSDARP00000045808	5	99,197,210,219,239	21	8	5	82,200,213,222,242	20	7	4	58,95,193,206	9	3	GO:0005615,GO:0009986,GO:0048870,GO:0036458,GO:0030054,GO:0071625,GO:0090050,GO:0001525,GO:0097060,GO:0005737,GO:0051965,GO:0005102,GO:0016337,GO:0060076,GO:0042325,GO:0042802,GO:0005515
MFSD2B	NA	major facilitator superfamily domain containing 2B [Source:HGNC Symbol;Acc:HGNC:37207]	ENSG00000205639	ENSP00000385527	ENSGALP00000026564	ENSDARP00000123567	4	176,183,344,345	0	0	4	156,163,340,418	0	0	4	29,57,196,203	5	1	GO:0006810,GO:0016021
BTAF1	NA	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa [Source:HGNC Symbol;Acc:HGNC:17307]	ENSG00000095564	ENSP00000265990	ENSGALP00000011221	ENSDARP00000121068	5	1475,1593,1614,1685,1756	17	4	4	1377,1516,1587,1658	11	2	5	1482,1621,1692,1763,1777	32	8	GO:0008152,GO:0005524,GO:0045892,GO:0004386,GO:0035562,GO:0003677,GO:0005634,GO:0003700,GO:0005488
AFAP1L2	10	actin filament associated protein 1-like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	ENSG00000169129	ENSP00000303042	ENSGALP00000014623	ENSDARP00000092857	6	325,341,342,472,608,620	219	55	6	114,134,356,382,398,399	166	43	5	274,297,424,458,467	79	26	GO:0009967,GO:0005886,GO:0042169,GO:0045893,GO:0017124,GO:0045742,GO:0032757,GO:0032675,GO:0030296,GO:0005737,GO:0007346,GO:0035591,GO:0006954,GO:0061098
ESRRB	NA	estrogen-related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]	ENSG00000119715	ENSP00000422488	ENSGALP00000016869	ENSDARP00000136509	3	399,445,475	74	42	2	132,404	0	0	2	131,412	0	0	GO:0010467,GO:0001834,GO:0006355,GO:0008134,GO:0003713,GO:0043401,GO:0003707,GO:0019827,GO:0003677,GO:0005654,GO:0045944,GO:0006351,GO:0006367,GO:0001701,GO:0001831,GO:0004879,GO:0005634,GO:0003700,GO:0001892,GO:0008270,GO:0043565,GO:0000980,GO:0030522,GO:0005496
WWTR1	NA	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]	ENSG00000018408	ENSP00000419465	ENSGALP00000016933	ENSDARP00000139152	3	38,62,147	194	92	5	60,84,159,167,234	211	77	4	35,59,137,145	200	95	GO:0072307,GO:0005829,GO:0000122,GO:0008284,GO:0017145,GO:0035264,GO:0006367,GO:0001933,GO:0048762,GO:0045599,GO:0003714,GO:0032835,GO:0035329,GO:0005737,GO:0005634,GO:0016567,GO:0042803,GO:0006469,GO:0060828,GO:0060271,GO:0001649,GO:0060993,GO:0031146,GO:0005654,GO:0045944,GO:0006351,GO:0060390,GO:0005667,GO:0090090,GO:0010467,GO:0007179,GO:0010718,GO:0005515,GO:0006355,GO:0003713,GO:0035414
NBN	NA	nibrin [Source:HGNC Symbol;Acc:HGNC:7652]	ENSG00000104320	ENSP00000265433	ENSGALP00000041080	ENSDARP00000121705	4	155,236,333,407	133	37	3	63,149,250	10	3	7	55,82,91,111,142,204,223	2	0	GO:0030174,GO:0097193,GO:0000724,GO:0004003,GO:0000781,GO:0000077,GO:0005730,GO:0005634,GO:0030870,GO:0007095,GO:0031954,GO:0035861,GO:0000723,GO:0001701,GO:0045190,GO:0030330,GO:0007093,GO:0006302,GO:0033674,GO:0007050,GO:0003684,GO:0005654,GO:0016605,GO:0008283,GO:0001832,GO:0006974,GO:0051321,GO:0042405,GO:0005657,GO:0008134,GO:0005515,GO:0006281,GO:0047485,GO:0050885,GO:0000784,GO:0032508
MORC2	NA	MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23573]	ENSG00000133422	ENSP00000380763	ENSGALP00000037440	ENSDARP00000030104	3	599,736,810	276	88	8	639,640,686,692,714,719,734,808	233	86	4	690,830,907,933	263	76	GO:0005634,GO:0005737,GO:0005829,GO:0008270,GO:0006631,GO:0005654
ZC3HAV1	NA	zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]	ENSG00000105939	ENSP00000242351	ENSGALP00000022512	ENSDARP00000106096	4	281,372,384,447	238	89	6	90,230,246,321,358,381	100	25	4	28,60,73,235	11	3	GO:0043123,GO:0051607,GO:0045071,GO:0046872,GO:0005515,GO:0008152,GO:0005764,GO:0071360,GO:0045087,GO:0032727,GO:0039507,GO:0009615,GO:0032481,GO:0005794,GO:1900246,GO:0061014,GO:0005737,GO:0044822,GO:0003950,GO:0005634,GO:0050691,GO:0032728,GO:0005770
